column,pathway,direction,v1_mean,v2_mean,diff,log2fc,rank_biserial,u_pvalue,q_value,abs_rank_biserial
s-SEMATOSTATIN,SEMATOSTATIN,s,0.2612107590820821,0.3454067811590594,-0.0841960220769773,-0.4030820836710857,-0.3718835376011743,0.0,0.0,0.3718835376011743
r-GRN,GRN,r,0.17551136421298924,0.2043665021672546,-0.028855137954265364,-0.2195942946633526,-0.37115523307791665,0.0,0.0,0.37115523307791665
r-IL1,IL1,r,0.04112361096907268,0.05750501090466467,-0.01638139993559199,-0.483720716124504,-0.36893466436197464,0.0,0.0,0.36893466436197464
s-EPHB,EPHB,s,8.538466988386599,9.575590013457978,-1.037123025071379,-0.1653843143924428,-0.3680439787367311,0.0,0.0,0.3680439787367311
r-KISS1,KISS1,r,0.00046032798473110337,0.0006596923521361351,-0.0001993643674050317,-0.5191302815760057,-0.3672638955734373,0.0,0.0,0.3672638955734373
r-VISTA,VISTA,r,0.058200633520660544,0.07941011303807767,-0.021209479517417126,-0.44828788544912995,-0.36523866268238114,0.0,0.0,0.36523866268238114
s-APP,APP,s,0.04421229642955198,0.05738253587678092,-0.013170239447228935,-0.3761640470854477,-0.36480360041239457,0.0,0.0,0.36480360041239457
s-GAS,GAS,s,1.1249813850175614,1.271923951094451,-0.1469425660768897,-0.17711128419349131,-0.3647859869981329,0.0,0.0,0.3647859869981329
s-HGF,HGF,s,0.05329386544720116,0.07511997889240916,-0.021826113445208004,-0.4952271730185718,-0.36238897622882105,0.0,0.0,0.36238897622882105
r-SEMA3,SEMA3,r,15.905696245659154,20.77879037009635,-4.873094124437195,-0.38556814582662,-0.3605389932709919,0.0,0.0,0.3605389932709919
r-NKG2D,NKG2D,r,0.0014312576907196495,0.0024793699928498474,-0.001048112302130198,-0.7926897072958157,-0.35901749731812027,0.0,0.0,0.35901749731812027
r-CDH5,CDH5,r,0.008705441827843182,0.012802796347206439,-0.0040973545193632565,-0.5564694745566754,-0.35740947798382505,0.0,0.0,0.35740947798382505
s-CDH5,CDH5,s,0.008705441827843182,0.012802796347206439,-0.0040973545193632565,-0.5564694745566754,-0.35740671919538347,0.0,0.0,0.35740671919538347
s-CSPG4,CSPG4,s,0.007657354025650227,0.012318277051030177,-0.004660923025379951,-0.6858825454015032,-0.35205882227776397,0.0,0.0,0.35205882227776397
s-ANGPT,ANGPT,s,0.3267094820492077,0.3721186412320486,-0.045409159182840886,-0.187754336799612,-0.3505181839269318,0.0,0.0,0.3505181839269318
s-VEGF,VEGF,s,0.2265013791705187,0.30104853074985327,-0.07454715157933456,-0.41047623997951926,-0.3454936861337373,0.0,0.0,0.3454936861337373
r-LIGHT,LIGHT,r,0.006307650697021341,0.011352001587259852,-0.005044350890238511,-0.8477719202296581,-0.34521044408644486,0.0,0.0,0.34521044408644486
r-LAMININ,LAMININ,r,30.94704284676522,35.08005580894997,-4.1330129621847504,-0.18084948406405607,-0.3449745614705171,0.0,0.0,0.3449745614705171
s-OCLN,OCLN,s,0.40631118230621555,0.4736961607295759,-0.06738497842336033,-0.221376908237691,-0.3392764266403686,0.0,0.0,0.3392764266403686
r-OCLN,OCLN,r,0.40631118230621555,0.4736961607295759,-0.06738497842336033,-0.221376908237691,-0.33926225125648035,0.0,0.0,0.33926225125648035
s-TWEAK,TWEAK,s,0.005309903857482606,0.007221646208524664,-0.0019117423510420575,-0.4436419324080853,-0.33626124688836656,0.0,0.0,0.33626124688836656
r-LEP,LEP,r,0.09553434812235397,0.11526696952819059,-0.01973262140583662,-0.27088772271252354,-0.3360948454829846,0.0,0.0,0.3360948454829846
s-EGF,EGF,s,1.424088603880934,1.661485763913267,-0.23739716003233302,-0.2224350208808955,-0.3322164365536242,0.0,0.0,0.3322164365536242
s-SEMA6,SEMA6,s,7.428800313360583,6.898534031133682,0.5302662822269006,0.10683943144750992,0.332052074712311,0.0,0.0,0.332052074712311
s-PARs,PARs,s,1.2864097780240442,1.5015307704416794,-0.21512099241763516,-0.22308376215286804,-0.33026953064354936,0.0,0.0,0.33026953064354936
s-VWF,VWF,s,0.06713131791072896,0.11805601276321531,-0.05092469485248635,-0.8144136421590166,-0.3266882555917351,0.0,0.0,0.3266882555917351
s-NGL,NGL,s,2.9287011070856255,3.2582762908974763,-0.3295751838118508,-0.15384798034163796,-0.3194524806342748,0.0,0.0,0.3194524806342748
s-CX3C,CX3C,s,0.03360368054830546,0.05281430155702938,-0.01921062100872392,-0.6523093761561259,-0.3194182143034766,0.0,0.0,0.3194182143034766
r-ANGPTL,ANGPTL,r,1.7899722178221098,2.066568775405672,-0.27659655758356205,-0.2073001817140926,-0.319133806791002,0.0,0.0,0.319133806791002
r-GDF,GDF,r,3.4179538665826077,3.0555901809357633,0.3623636856468444,0.1616818639671012,0.31854816053701995,0.0,0.0,0.31854816053701995
r-CCL,CCL,r,0.6710205878085611,0.7685047221040238,-0.09748413429546265,-0.19569709344371009,-0.3182140709350456,0.0,0.0,0.3182140709350456
r-CADM,CADM,r,5.001426344717008,5.262315497866571,-0.26088915314956296,-0.07335815440960676,-0.3178331770602003,0.0,0.0,0.3178331770602003
s-CADM,CADM,s,5.001426344717008,5.262315497866571,-0.26088915314956296,-0.07335815440960676,-0.31779499796498567,0.0,0.0,0.31779499796498567
r-NTS,NTS,r,0.0069015181714462285,0.008854265082677878,-0.00195274691123165,-0.3594587642544516,-0.31701971177549715,0.0,0.0,0.31701971177549715
s-CD80,CD80,s,0.10465515667651436,0.12306129995946358,-0.01840614328294922,-0.23373373629712882,-0.3163029626373095,0.0,0.0,0.3163029626373095
r-PARs,PARs,r,1.2864097780240442,1.5015307704416796,-0.21512099241763538,-0.2230837621528684,-0.31592097590907176,0.0,0.0,0.31592097590907176
r-ACTIVIN,ACTIVIN,r,3.5938028725967306,3.821174764094674,-0.22737189149794323,-0.088504965586713,-0.3142769392887954,0.0,0.0,0.3142769392887954
r-OX40,OX40,r,0.0003517091970908988,0.0002935241707461292,5.8185026344769613e-05,0.2609029389793341,0.31286797460598437,0.0,0.0,0.31286797460598437
s-ANGPTL,ANGPTL,s,1.7899722178221098,2.0665687754056723,-0.2765965575835625,-0.20730018171409276,-0.3124177098169826,0.0,0.0,0.3124177098169826
r-SPP1,SPP1,r,0.7941030219818369,0.9927621052401897,-0.1986590832583528,-0.32212186120654024,-0.31206285783882737,0.0,0.0,0.31206285783882737
r-HSPG,HSPG,r,0.26569089587582306,0.3094622587086148,-0.04377136283279176,-0.2200146781910129,-0.30696251289514154,0.0,0.0,0.30696251289514154
r-NGF,NGF,r,0.021294241847947044,0.03272314912433994,-0.011428907276392897,-0.619848203948657,-0.30694808153171615,0.0,0.0,0.30694808153171615
r-GCG,GCG,r,0.004500225825926142,0.003040793955841158,0.0014594318700849838,0.5655491826214346,0.3066955331313397,0.0,0.0,0.3066955331313397
r-SEMA6,SEMA6,r,7.428800313360583,6.898534031133682,0.5302662822269006,0.10683943144750992,0.30595188178462385,0.0,0.0,0.30595188178462385
r-L1CAM,L1CAM,r,1.9298055540789674,2.047638096538146,-0.11783254245917862,-0.08550526332702844,-0.3050986601663367,0.0,0.0,0.3050986601663367
r-CD99,CD99,r,0.8506546963396548,1.066222448038782,-0.21556775169912723,-0.3258629343308358,-0.30132008417563083,0.0,0.0,0.30132008417563083
s-SELPLG,SELPLG,s,0.1157886158987386,0.15937737193331267,-0.04358875603457407,-0.4609533921718906,-0.29890037624763943,0.0,0.0,0.29890037624763943
s-L1CAM,L1CAM,s,1.9298055540789674,2.0476380965381464,-0.11783254245917907,-0.08550526332702878,-0.29810623856691754,0.0,0.0,0.29810623856691754
r-HCRT,HCRT,r,0.047704174646821175,0.06330508690938255,-0.015600912262561377,-0.4082059016358536,-0.2949762733623953,0.0,0.0,0.2949762733623953
s-TENASCIN,TENASCIN,s,3.237236029011897,3.6376829016246313,-0.40044687261273415,-0.16825723084920655,-0.2914743767838086,0.0,0.0,0.2914743767838086
s-NT,NT,s,0.5027408503156382,0.8585040365176022,-0.355763186201964,-0.7720099960321024,-0.29098086386135946,0.0,0.0,0.29098086386135946
s-ADGRE5,ADGRE5,s,0.03533609400761247,0.046801079451627356,-0.011464985444014884,-0.40539921986115507,-0.28971595637369696,0.0,0.0,0.28971595637369696
r-NPR2,NPR2,r,0.007462018618114153,0.011440885918894483,-0.00397886730078033,-0.6165608386547745,-0.2894619961795353,0.0,0.0,0.2894619961795353
s-AMH,AMH,s,0.0059396684300157595,0.00847260112078444,-0.00253293269076868,-0.5124224800736379,-0.2883460458041236,0.0,0.0,0.2883460458041236
r-TGFb,TGFb,r,0.6020970395611217,0.829036917507166,-0.2269398779460443,-0.4614403226832968,-0.288309946714987,0.0,0.0,0.288309946714987
s-MADCAM,MADCAM,s,0.009033049546406016,0.011741882836472078,-0.002708833290066062,-0.3783787023214887,-0.2879084108708526,0.0,0.0,0.2879084108708526
s-SAA,SAA,s,0.002868530416643965,0.005755979905458043,-0.002887449488814078,-1.004749487459245,-0.28619421104068876,0.0,0.0,0.28619421104068876
s-IL4,IL4,s,0.13426295789803241,0.1762718186096341,-0.042008860711601675,-0.3927405088463501,-0.2852491511337104,0.0,0.0,0.2852491511337104
r-LT,LT,r,0.05352603443290479,0.04061632361605311,0.012909710816851681,0.3981811034408884,0.2843935452751376,0.0,0.0,0.2843935452751376
s-LAMININ,LAMININ,s,30.94704284676523,35.08005580894997,-4.133012962184743,-0.1808494840640557,-0.2837907240350419,0.0,0.0,0.2837907240350419
s-EDN,EDN,s,0.150149462349491,0.18218827680077496,-0.03203881445128395,-0.2790308189450504,-0.2832595724696866,0.0,0.0,0.2832595724696866
r-SEMATOSTATIN,SEMATOSTATIN,r,0.2612107590820821,0.3454067811590593,-0.08419602207697724,-0.4030820836710855,-0.2826811386804392,0.0,0.0,0.2826811386804392
s-UCN,UCN,s,0.17208391782927385,0.2060476072082199,-0.03396368937894606,-0.259865432548692,-0.28145807304725823,0.0,0.0,0.28145807304725823
s-IL16,IL16,s,0.10444331646655064,0.13191323671886457,-0.02746992025231393,-0.3368691604914578,-0.2809564708037783,0.0,0.0,0.2809564708037783
r-NEGR,NEGR,r,3.1353291823655334,2.8230489448423466,0.3122802375231868,0.15136277954469837,0.28087529174199255,0.0,0.0,0.28087529174199255
s-NEGR,NEGR,s,3.1353291823655334,2.823048944842346,0.31228023752318723,0.15136277954469837,0.2808727126447521,0.0,0.0,0.2808727126447521
r-ANGPT,ANGPT,r,0.3267094820492077,0.3721186412320486,-0.045409159182840886,-0.187754336799612,-0.2802519167697195,0.0,0.0,0.2802519167697195
s-OX40,OX40,s,0.0003517091970908988,0.0002935241707461292,5.8185026344769613e-05,0.2609029389793341,0.2795576754480762,0.0,0.0,0.2795576754480762
r-GAS,GAS,r,1.1249813850175614,1.271923951094451,-0.1469425660768897,-0.17711128419349131,-0.27886374617330123,0.0,0.0,0.27886374617330123
r-NPY,NPY,r,1.1186289846435746,1.4493121698495341,-0.3306831852059595,-0.3736367552504526,-0.2788587446916071,0.0,0.0,0.2788587446916071
r-CD39,CD39,r,0.7894837891704343,0.8973897359802371,-0.10790594680980281,-0.18482503998747557,-0.2787852624795333,0.0,0.0,0.2787852624795333
r-COLLAGEN,COLLAGEN,r,27.863428989202315,30.236392125103553,-2.3729631359012373,-0.11791319127611745,-0.27762796566425596,0.0,0.0,0.27762796566425596
r-ADGRE5,ADGRE5,r,0.03533609400761246,0.046801079451627356,-0.011464985444014898,-0.4053992198611557,-0.2732154051077468,0.0,0.0,0.2732154051077468
r-VEGF,VEGF,r,0.2265013791705187,0.3010485307498532,-0.0745471515793345,-0.41047623997951904,-0.2718708268614246,0.0,0.0,0.2718708268614246
r-BMP,BMP,r,5.049959831727553,5.888822112104966,-0.8388622803774135,-0.2217071811546665,-0.2714864025829796,0.0,0.0,0.2714864025829796
r-TWEAK,TWEAK,r,0.005309903857482606,0.007221646208524664,-0.0019117423510420575,-0.4436419324080853,-0.2697640031353955,0.0,0.0,0.2697640031353955
r-MPZ,MPZ,r,2.3654651733232708,2.472574157125338,-0.10710898380206713,-0.06388987048277499,-0.26930158000772797,0.0,0.0,0.26930158000772797
s-PSAP,PSAP,s,0.6915376041192159,0.790346339627388,-0.09880873550817204,-0.19267729483015367,-0.2692822615951125,0.0,0.0,0.2692822615951125
s-CD23,CD23,s,0.07728207701374823,0.10036176190169807,-0.023079684887949842,-0.3770039257151861,-0.2663560202558951,0.0,0.0,0.2663560202558951
s-HCRT,HCRT,s,0.04770417464682118,0.06330508690938257,-0.015600912262561384,-0.4082059016358538,-0.2660036844141247,0.0,0.0,0.2660036844141247
r-CDH1,CDH1,r,0.450198993850152,0.5557009457633056,-0.10550195191315365,-0.30374586252982094,-0.2649531255510511,0.0,0.0,0.2649531255510511
r-SEMA4,SEMA4,r,8.832591971289137,9.815262108845904,-0.9826701375567666,-0.15218992765385247,-0.263348246906446,0.0,0.0,0.263348246906446
s-CD137,CD137,s,0.004340578366100648,0.005331002217487602,-0.0009904238513869538,-0.29651943115664003,-0.25813221759466576,0.0,0.0,0.25813221759466576
s-NPR2,NPR2,s,0.007462018618114153,0.011440885918894483,-0.00397886730078033,-0.6165608386547745,-0.2545854703680064,0.0,0.0,0.2545854703680064
s-NGF,NGF,s,0.021294241847947048,0.03272314912433994,-0.011428907276392893,-0.6198482039486567,-0.25339489207677524,0.0,0.0,0.25339489207677524
r-TRAIL,TRAIL,r,0.01572245702075333,0.021283317883648876,-0.0055608608628955475,-0.43689635615967437,-0.2531090939106567,0.0,0.0,0.2531090939106567
s-MPZ,MPZ,s,2.3654651733232708,2.472574157125338,-0.10710898380206713,-0.06388987048277499,-0.2529504242821766,0.0,0.0,0.2529504242821766
r-ncWNT,ncWNT,r,4.760644064656789,5.120862169629641,-0.36021810497285145,-0.10522996070763298,-0.25217359945805506,0.0,0.0,0.25217359945805506
s-VISTA,VISTA,s,0.058200633520660544,0.07941011303807767,-0.021209479517417126,-0.44828788544912995,-0.2502303011590523,0.0,0.0,0.2502303011590523
r-CSF,CSF,r,0.11472015832618397,0.12758640661980125,-0.01286624829361728,-0.15335570739550416,0.248923332143266,0.0,0.0,0.248923332143266
s-KISS1,KISS1,s,0.00046032798473110337,0.0006596923521361351,-0.0001993643674050317,-0.5191302815760057,-0.24767018684640374,0.0,0.0,0.24767018684640374
r-CSF3,CSF3,r,0.02907853078813651,0.04042130008594053,-0.011342769297804024,-0.4751613325167323,-0.24751889880378874,0.0,0.0,0.24751889880378874
s-LIFR,LIFR,s,0.33099648819529653,0.38558501733111394,-0.05458852913581741,-0.22023308285328566,-0.24683240488436897,0.0,0.0,0.24683240488436897
s-CD48,CD48,s,0.0035187053613144636,0.009021961393228911,-0.005503256031914448,-1.3583961472727388,-0.24621186728671496,0.0,0.0,0.24621186728671496
r-UCN,UCN,r,0.17208391782927385,0.2060476072082199,-0.03396368937894606,-0.259865432548692,-0.2447232079476931,0.0,0.0,0.2447232079476931
r-VEGI,VEGI,r,0.005845428505832369,0.007139195299218533,-0.001293766793386164,-0.2884526369843162,-0.24458807740699884,0.0,0.0,0.24458807740699884
r-PROS,PROS,r,0.9711726567960494,1.0623027442008453,-0.09113008740479589,-0.1293952678517467,-0.2440886829295813,0.0,0.0,0.2440886829295813
r-CD23,CD23,r,0.07728207701374824,0.10036176190169807,-0.023079684887949828,-0.3770039257151859,-0.24265587216736695,0.0,0.0,0.24265587216736695
s-LEP,LEP,s,0.09553434812235397,0.11526696952819059,-0.01973262140583662,-0.27088772271252354,-0.24153964145529871,0.0,0.0,0.24153964145529871
r-TENASCIN,TENASCIN,r,3.237236029011897,3.6376829016246313,-0.40044687261273415,-0.16825723084920655,-0.24129710061399334,0.0,0.0,0.24129710061399334
s-NTS,NTS,s,0.0069015181714462285,0.008854265082677878,-0.00195274691123165,-0.3594587642544516,-0.23865825581940525,0.0,0.0,0.23865825581940525
r-CX3C,CX3C,r,0.03360368054830546,0.05281430155702939,-0.01921062100872393,-0.6523093761561262,-0.2379472163576457,0.0,0.0,0.2379472163576457
s-CCL,CCL,s,0.6710205878085611,0.7685047221040237,-0.09748413429546254,-0.1956970934437099,-0.23760752002254015,0.0,0.0,0.23760752002254015
r-BRADYKININ,BRADYKININ,r,0.00245034927848823,0.0019908140173227474,0.00045953526116548253,0.29962882290942205,0.23734263589013804,0.0,0.0,0.23734263589013804
s-GHRELIN,GHRELIN,s,0.006928734342562376,0.00367801991101445,0.003250714431547926,0.9136623684876581,0.23439050890744917,0.0,0.0,0.23439050890744917
r-THBS,THBS,r,7.816949756242451,8.308339041067235,-0.49138928482478406,-0.08795432507272982,-0.2341883080514554,0.0,0.0,0.2341883080514554
r-TSH,TSH,r,0.0388227879131766,0.04382925826825241,-0.005006470355075808,-0.17499053627792693,-0.23411519257487645,0.0,0.0,0.23411519257487645
s-CD39,CD39,s,0.7894837891704343,0.897389735980237,-0.1079059468098027,-0.18482503998747538,-0.23266334189843008,0.0,0.0,0.23266334189843008
s-APELIN,APELIN,s,0.009494801048281275,0.013230726798962297,-0.003735925750681022,-0.47868259603093744,-0.23230499352472878,0.0,0.0,0.23230499352472878
s-BMP,BMP,s,5.049959831727553,5.888822112104966,-0.8388622803774135,-0.2217071811546665,-0.2319982629421623,0.0,0.0,0.2319982629421623
s-THBS,THBS,s,7.81694975624245,8.308339041067235,-0.49138928482478494,-0.08795432507272999,-0.2315492141708544,0.0,0.0,0.2315492141708544
r-CD48,CD48,r,0.003518705361314464,0.009021961393228911,-0.005503256031914447,-1.3583961472727386,-0.23105519204674063,0.0,0.0,0.23105519204674063
r-CD137,CD137,r,0.0043405783661006475,0.005331002217487602,-0.0009904238513869547,-0.29651943115664026,-0.22629725535063638,0.0,0.0,0.22629725535063638
s-PDGF,PDGF,s,0.30322121009701364,0.3670933396618518,-0.06387212956483818,-0.27577626590917914,-0.22600487570704464,0.0,0.0,0.22600487570704464
s-CD45,CD45,s,0.038764422337337394,0.04900054831968783,-0.010236125982350436,-0.3380647191881982,-0.22462278106298128,0.0,0.0,0.22462278106298128
r-CXCL,CXCL,r,0.316298533269598,0.29264631519602413,0.023652218073573872,0.11212875213379163,0.2245077051633022,0.0,0.0,0.2245077051633022
r-CHAD,CHAD,r,0.002961711989180768,0.003887719317610129,-0.0009260073284293614,-0.39249259516922363,-0.22384229164131952,0.0,0.0,0.22384229164131952
r-SAA,SAA,r,0.002868530416643965,0.005755979905458043,-0.002887449488814078,-1.004749487459245,-0.22381712843919888,0.0,0.0,0.22381712843919888
r-TIGIT,TIGIT,r,0.04737790907456019,0.05590612191519115,-0.008528212840630961,-0.23879173756944588,-0.22370444597117112,0.0,0.0,0.22370444597117112
s-GRN,GRN,s,0.17551136421298924,0.20436650216725455,-0.02885513795426531,-0.2195942946633522,-0.22250400672315318,0.0,0.0,0.22250400672315318
s-COLLAGEN,COLLAGEN,s,27.863428989202315,30.236392125103553,-2.3729631359012373,-0.11791319127611745,-0.22239814608681419,0.0,0.0,0.22239814608681419
s-NCAM,NCAM,s,11.89181335971258,12.104923655945003,-0.21311029623242206,-0.025625254841936874,-0.22198352817175215,0.0,0.0,0.22198352817175215
r-EGF,EGF,r,1.4240886038809337,1.661485763913267,-0.23739716003233324,-0.2224350208808957,-0.2186686832400656,0.0,0.0,0.2186686832400656
r-EDN,EDN,r,0.15014946234949098,0.18218827680077496,-0.03203881445128398,-0.27903081894505055,-0.2170809373012913,0.0,0.0,0.2170809373012913
s-HSPG,HSPG,s,0.26569089587582306,0.3094622587086148,-0.04377136283279176,-0.2200146781910129,-0.21627512934342696,0.0,0.0,0.21627512934342696
r-NPNT,NPNT,r,0.07233393832374099,0.09026513739284361,-0.01793119906910262,-0.3194961837796198,-0.21588545036116047,0.0,0.0,0.21588545036116047
s-CDH1,CDH1,s,0.450198993850152,0.5557009457633056,-0.10550195191315365,-0.30374586252982094,-0.21579105411537014,0.0,0.0,0.21579105411537014
