column,pathway,direction,v1_mean,v2_mean,diff,log2fc,rank_biserial,u_pvalue,q_value,abs_rank_biserial
r-DMP1,DMP1,r,0.005274114648323517,0.0032370467500215266,0.0020370678983019906,0.7042505592408299,0.32815282445755534,0.0,0.0,0.32815282445755534
r-IFN-I,IFN-I,r,0.04274672048234535,0.03069903670438534,0.012047683777960012,0.4776203413756299,0.32747963248490985,0.0,0.0,0.32747963248490985
r-CD40,CD40,r,0.008363826274840601,0.00739283094010643,0.0009709953347341715,0.17803615130263437,-0.32698296302961616,0.0,0.0,0.32698296302961616
s-GNRH,GNRH,s,0.14477558866929474,0.10443622952872385,0.04033935914057089,0.47119608116037964,0.32598565397355017,0.0,0.0,0.32598565397355017
s-LCK,LCK,s,0.0013204861579537315,0.0024264495205055586,-0.001105963362551827,-0.8777771703450769,-0.32455400005836665,0.0,0.0,0.32455400005836665
r-GDF,GDF,r,3.450031998038604,3.14196577557847,0.30806622246013404,0.13494227658163113,0.3227967455750813,0.0,0.0,0.3227967455750813
s-THY1,THY1,s,0.29576455080567077,0.2274041724987059,0.06836037830696487,0.3791904198953019,0.31882216180197176,0.0,0.0,0.31882216180197176
s-NMU,NMU,s,0.04612485141046306,0.02858238644569461,0.01754246496476845,0.69041786716112,0.3186100234925606,0.0,0.0,0.3186100234925606
s-GDF,GDF,s,3.450031998038604,3.1419657755784707,0.30806622246013315,0.13494227658163055,0.3146779987062067,0.0,0.0,0.3146779987062067
r-BMP,BMP,r,9.158171691504554,7.578741569476816,1.5794301220277385,0.2731012994634008,0.3057278802706265,0.0,0.0,0.3057278802706265
s-NPY,NPY,s,0.7653110375375005,1.1702309968013869,-0.40491995926388635,-0.6126752249980174,-0.3055789906953895,0.0,0.0,0.3055789906953895
r-SEMA4,SEMA4,r,8.35890054575304,9.40927395496448,-1.0503734092114403,-0.1707702092615247,-0.30313943053643777,0.0,0.0,0.30313943053643777
s-CSF3,CSF3,s,0.0065903865988915155,0.011632293660297024,-0.005041907061405508,-0.8197004983486851,-0.3011471227693011,0.0,0.0,0.3011471227693011
s-SEMA4,SEMA4,s,8.35890054575304,9.40927395496448,-1.0503734092114403,-0.1707702092615247,-0.29378638793367606,0.0,0.0,0.29378638793367606
s-ITGB2,ITGB2,s,0.15403449354321494,0.07993621529071958,0.07409827825249536,0.9463322739679478,0.29101892294148257,0.0,0.0,0.29101892294148257
s-IL4,IL4,s,0.13875137206723778,0.10177331562386972,0.03697805644336806,0.4471426894188205,0.29047979785697264,0.0,0.0,0.29047979785697264
r-NCAM,NCAM,r,11.108344925497189,12.031441639770426,-0.9230967142732371,-0.1151656403456076,-0.2888082206938817,0.0,0.0,0.2888082206938817
s-SN,SN,s,0.010234467560684163,0.016203685145131964,-0.0059692175844478015,-0.6628858560252074,-0.28486224871958243,0.0,0.0,0.28486224871958243
r-THY1,THY1,r,0.29576455080567077,0.2274041724987059,0.06836037830696487,0.3791904198953019,0.2848579502619202,0.0,0.0,0.2848579502619202
r-NPY,NPY,r,0.7653110375375005,1.1702309968013869,-0.40491995926388635,-0.6126752249980174,-0.2846565124977505,0.0,0.0,0.2846565124977505
s-TGFb,TGFb,s,1.5223979681561992,0.971075353558123,0.5513226145980762,0.6486903852890815,0.2814924524676916,0.0,0.0,0.2814924524676916
s-SCT,SCT,s,0.005159312182664133,0.00944855245241951,-0.0042892402697553775,-0.8729144493992764,-0.28120671751046955,0.0,0.0,0.28120671751046955
r-SCT,SCT,r,0.005159312182664133,0.00944855245241951,-0.0042892402697553775,-0.8729144493992764,-0.2776723274172288,0.0,0.0,0.2776723274172288
r-CD23,CD23,r,0.05400898756614319,0.0676925206082792,-0.013683533042136008,-0.3257969285900184,-0.27541157580120335,0.0,0.0,0.27541157580120335
r-SN,SN,r,0.010234467560684165,0.01620368514513196,-0.005969217584447796,-0.662885856025207,-0.2738390698794243,0.0,0.0,0.2738390698794243
r-EPGN,EPGN,r,0.04516869524283828,0.029686776256965305,0.015481918985872974,0.6055027867225153,0.27295973433464504,0.0,0.0,0.27295973433464504
s-PECAM1,PECAM1,s,0.1485958828665242,0.0738462553338874,0.0747496275326368,1.0087974635679924,0.2720783498786461,0.0,0.0,0.2720783498786461
r-PECAM1,PECAM1,r,0.1485958828665242,0.0738462553338874,0.0747496275326368,1.0087974635679924,0.2720741973375098,0.0,0.0,0.2720741973375098
r-TRAIL,TRAIL,r,0.03658055027807457,0.023778948287432905,0.012801601990641662,0.6213918484229112,0.270480193047564,0.0,0.0,0.270480193047564
r-ITGB2,ITGB2,r,0.15403449354321497,0.07993621529071958,0.07409827825249539,0.9463322739679481,0.26902702252464783,0.0,0.0,0.26902702252464783
s-CDH5,CDH5,s,0.09223523593334985,0.035244750139871245,0.05699048579347861,1.3879095948372984,0.2684719925388017,0.0,0.0,0.2684719925388017
r-CDH5,CDH5,r,0.09223523593334985,0.035244750139871245,0.05699048579347861,1.3879095948372984,0.2684613284726918,0.0,0.0,0.2684613284726918
r-ICAM,ICAM,r,0.2192622870325291,0.1126724450726785,0.10658984195985059,0.9605229482431057,0.2677927328706158,0.0,0.0,0.2677927328706158
s-CADM,CADM,s,4.779079194536276,5.1483097372933955,-0.3692305427571192,-0.10736617807214,-0.2664908230664844,0.0,0.0,0.2664908230664844
r-CADM,CADM,r,4.779079194536276,5.1483097372933955,-0.3692305427571192,-0.10736617807214,-0.26646766489783413,0.0,0.0,0.26646766489783413
r-L1CAM,L1CAM,r,1.488765579822178,1.716838048925641,-0.22807246910346302,-0.20563734887756024,-0.2645154963350632,0.0,0.0,0.2645154963350632
r-NT,NT,r,0.6518212369681348,1.0119202397986011,-0.36009900283046636,-0.6345473172201226,-0.2636549049840221,0.0,0.0,0.2636549049840221
r-GHRH,GHRH,r,0.041616952589148576,0.020148070617943624,0.021468881971204952,1.046529597639696,0.26363989990126324,0.0,0.0,0.26363989990126324
r-GDNF,GDNF,r,0.15794389626530472,0.11998310621285775,0.03796079005244697,0.3965808957098302,0.25744851578573624,0.0,0.0,0.25744851578573624
s-NOTCH,NOTCH,s,6.335359759657266,5.345530578752739,0.9898291809045272,0.24509339457269366,0.25367278583831476,0.0,0.0,0.25367278583831476
r-CSF,CSF,r,0.20681123968660478,0.13309874376365,0.07371249592295478,0.6358176362659765,0.25142946516729325,0.0,0.0,0.25142946516729325
s-L1CAM,L1CAM,s,1.488765579822178,1.716838048925641,-0.22807246910346302,-0.20563734887756024,-0.250052529949367,0.0,0.0,0.250052529949367
r-CSF3,CSF3,r,0.0065903865988915155,0.011632293660297024,-0.005041907061405508,-0.8197004983486851,-0.2498525391907469,0.0,0.0,0.2498525391907469
r-APRIL,APRIL,r,0.0433441747134042,0.03476068678583436,0.008583487927569841,0.31838151917105983,0.2496242831850659,0.0,0.0,0.2496242831850659
r-BTLA,BTLA,r,0.03970474308682456,0.02859294264929311,0.011111800437531454,0.4736522434706857,0.2494906844457847,0.0,0.0,0.2494906844457847
r-IL4,IL4,r,0.13875137206723778,0.10177331562386972,0.03697805644336806,0.4471426894188205,0.23946243135843415,0.0,0.0,0.23946243135843415
s-CD40,CD40,s,0.008363826274840601,0.00739283094010643,0.0009709953347341715,0.17803615130263437,-0.2388281382996834,0.0,0.0,0.2388281382996834
s-GP1BA,GP1BA,s,0.0276209428917863,0.020995028751241096,0.006625914140545204,0.39571478916089464,0.23688363035452853,0.0,0.0,0.23688363035452853
s-EDA,EDA,s,0.10282626928150515,0.07805346450256986,0.024772804778935287,0.3976743014427289,0.23475793664304434,6.580105019950484e-309,4.071439981094362e-308,0.23475793664304434
s-IFN-I,IFN-I,s,0.042746720482345346,0.030699036704385344,0.012047683777960002,0.4776203413756295,0.23449877673312347,3.126623938197111e-308,1.904835506963163e-307,0.23449877673312347
r-NGL,NGL,r,3.2999799930350617,3.796020966568044,-0.4960409735329825,-0.20203068297015228,-0.23440655748867933,5.441802033803569e-308,3.265081220282141e-307,0.23440655748867933
s-PDGF,PDGF,s,1.205656621603266,0.902170161229392,0.30348646037387406,0.4183476013124607,0.232347815143217,1.2130764291155136e-302,7.169824864623036e-302,0.232347815143217
s-CD34,CD34,s,0.06312873894458478,0.032820885035184745,0.03030785390940003,0.9436827685789467,0.23074456339343463,1.6449132396482262e-298,9.579200630892612e-298,0.23074456339343463
s-VIP,VIP,s,0.097140244895809,0.1233858534060934,-0.0262456085102844,-0.34503596248738366,-0.23009953331031097,7.423307741236952e-297,4.2603331384490335e-296,0.23009953331031097
s-HH,HH,s,0.14492564442048944,0.16980281148751236,-0.02487716706702292,-0.2285474442060101,-0.2259946035204794,1.9546869994779908e-286,1.105794359704692e-285,0.2259946035204794
r-FSH,FSH,r,0.023906767454499368,0.013023316241752847,0.01088345121274652,0.8763221578490629,0.2252570076411622,1.3919861280039238e-284,7.763753615345828e-284,0.2252570076411622
s-IL17,IL17,s,0.07857121801624473,0.10041950915527305,-0.021848291139028322,-0.35396674388107796,-0.2239027502833213,3.382719546314296e-281,1.860495750472863e-280,0.2239027502833213
r-ENHO,ENHO,r,0.4495563740528562,0.5051457235852196,-0.055589349532363386,-0.16819759375562113,-0.22340201948472016,5.969342734127768e-280,3.2381640037186245e-279,0.22340201948472016
r-VISTA,VISTA,r,0.1204971677810573,0.0830496325903675,0.0374475351906898,0.5369535408449143,0.22316884487614108,2.2672852404534005e-279,1.2133039935399277e-278,0.22316884487614108
s-CD46,CD46,s,0.3251568145066593,0.2382495999206062,0.08690721458605308,0.44866186640387107,0.22221503718439473,5.248102395218407e-277,2.770998064675319e-276,0.22221503718439473
s-DMP1,DMP1,s,0.005274114648323516,0.003237046750021526,0.00203706789830199,0.7042505592408298,0.22184500503412008,4.311142401868527e-276,2.2463320936051798e-275,0.22184500503412008
s-BAFF,BAFF,s,0.10953703112614491,0.07578545090609917,0.033751580220045735,0.5314258623251308,0.2206642241861505,3.490546709539059e-273,1.795138307762945e-272,0.2206642241861505
s-CD23,CD23,s,0.054008987566143196,0.0676925206082792,-0.013683533042136,-0.3257969285900182,-0.21983315053235208,3.8068247229711363e-271,1.932695628585346e-270,0.21983315053235208
s-EPGN,EPGN,s,0.04516869524283828,0.0296867762569653,0.015481918985872978,0.6055027867225156,0.21974667067126474,6.196660784123767e-271,3.1061742664721667e-270,0.21974667067126474
r-IL17,IL17,r,0.07857121801624471,0.10041950915527303,-0.021848291139028322,-0.3539667438810782,-0.21886516461816075,8.795150808845969e-269,4.3535996503787546e-268,0.21886516461816075
s-NT,NT,s,0.6518212369681348,1.0119202397986011,-0.36009900283046636,-0.6345473172201226,-0.21872530362797127,1.927091701145077e-268,9.421337205598155e-268,0.21872530362797127
s-IL1,IL1,s,0.05594814989101571,0.047700820510594336,0.008247329380421373,0.2300763375839486,0.21675802054504678,1.1312879817922384e-263,5.463293180362518e-263,0.21675802054504678
s-ICOS,ICOS,s,0.008301100328666553,0.00463399536238163,0.0036671049662849228,0.8410458435458138,0.21596168718415143,9.367981869213224e-262,4.469543156877635e-261,0.21596168718415143
r-LT,LT,r,0.012142573869577962,0.016251348414933003,-0.0041087745453550414,-0.42048513402520343,-0.2141405759811671,2.145566132839656e-257,1.0114811769101236e-256,0.2141405759811671
r-TIGIT,TIGIT,r,0.24097913909318394,0.16449257961182534,0.0764865594813586,0.5508857545687441,0.2109156322806267,9.160180082344004e-250,4.267566250127325e-249,0.2109156322806267
r-MPZ,MPZ,r,2.2850180795160275,2.3817035126418378,-0.09668543312581024,-0.05978824964052966,-0.21007883140318195,8.373860297066456e-248,3.855870555393391e-247,0.21007883140318195
r-CD96,CD96,r,0.5692908844449786,0.6565789046344106,-0.08728802018943205,-0.20580239835252245,-0.20949705613408753,1.9130019390932145e-246,8.70745710207946e-246,0.20949705613408753
s-MPZ,MPZ,s,2.2850180795160275,2.3817035126418378,-0.09668543312581024,-0.05978824964052966,-0.20785497234881833,1.2492850456351183e-242,5.621782705358032e-242,0.20785497234881833
s-DESMOSOME,DESMOSOME,s,0.13761598541796902,0.10500548987824747,0.03261049553972155,0.3901833028112589,0.2070711148508977,8.075697774200064e-241,3.593231818632837e-240,0.2070711148508977
s-PSAP,PSAP,s,0.38847727243637054,0.4474002432989025,-0.058922970862531954,-0.2037358431146203,-0.20631835581258484,4.35954775250373e-239,1.9182010111016412e-238,0.20631835581258484
s-CD30,CD30,s,0.012786396935367504,0.0075763890214676465,0.005210007913899858,0.7550273932205065,0.2052255504700944,1.3900045975752844e-236,6.048811215822117e-236,0.2052255504700944
r-VEGF,VEGF,r,1.144513245695483,0.6243722715187209,0.5201409741767621,0.874255785043833,0.20473682130575832,1.812929846244115e-235,7.803480642529017e-235,0.20473682130575832
r-CD80,CD80,r,0.09640374921996091,0.10559925942991737,-0.009195510209956459,-0.13143855553587924,-0.20381930427000394,2.21383285233673e-233,9.426643113175754e-233,0.20381930427000394
s-LT,LT,s,0.012142573869577962,0.016251348414933003,-0.0041087745453550414,-0.42048513402520343,-0.20369789564050056,4.174177091173496e-233,1.7584831150050046e-232,0.20369789564050056
s-COMPLEMENT,COMPLEMENT,s,0.5023301576817875,0.4615820183791453,0.04074813930264215,0.12204886766237201,-0.2024492757676425,2.7775934733886705e-230,1.1578179110125405e-229,0.2024492757676425
r-VISFATIN,VISFATIN,r,1.3003254851060029,1.354186624850474,-0.05386113974447104,-0.05855378489609692,-0.20195358516904427,3.627507174173904e-229,1.4963467093467352e-228,0.20195358516904427
s-FN1,FN1,s,4.11553950230739,3.7757276282080077,0.33981187409938274,0.1243268686370339,0.20042011799783066,9.876131703330162e-226,4.0319053139368495e-225,0.20042011799783066
r-EDN,EDN,r,0.33168764994727956,0.22970982443230348,0.10197782551497608,0.5300127334217811,0.19974396513567805,3.1686431918255925e-224,1.2803905142478925e-223,0.19974396513567805
s-GHRH,GHRH,s,0.041616952589148576,0.020148070617943624,0.021468881971204952,1.046529597639696,0.1992740348837776,3.5055721087528e-223,1.40222884350112e-222,0.1992740348837776
r-CSPG4,CSPG4,r,0.038552404491734624,0.028620060642667786,0.009932343849066837,0.42979410106071103,0.19845855605869733,2.240830879889603e-221,8.873690284362828e-221,0.19845855605869733
r-ANGPTL,ANGPTL,r,1.780992294992685,1.818877342765344,-0.037885047772658886,-0.03036698212610463,-0.19797398551535283,2.6293903820034115e-220,1.0309292982904465e-219,0.19797398551535283
r-TGFb,TGFb,r,1.5223979681561992,0.971075353558123,0.5513226145980762,0.6486903852890815,0.1960264194030068,4.9182527466363165e-216,1.9094393016352758e-215,0.1960264194030068
s-APRIL,APRIL,s,0.0433441747134042,0.03476068678583436,0.008583487927569841,0.31838151917105983,0.19428547717135958,2.9844377340209045e-212,1.1474148957983284e-211,0.19428547717135958
s-NPNT,NPNT,s,0.2032466494388937,0.24661406358634433,-0.04336741414745063,-0.27902350359245953,-0.19263112423819417,1.0928203742229475e-208,4.161123732618146e-208,0.19263112423819417
s-NPR1,NPR1,s,0.018032920122671943,0.016346494473442073,0.0016864256492298696,0.14165174609132497,0.1924812983652484,2.2897650440293677e-208,8.635685308910759e-208,0.1924812983652484
s-PERIOSTIN,PERIOSTIN,s,0.14634023499047158,0.17809650449297681,-0.031756269502505236,-0.28333271850479436,-0.18785358006196584,1.4429945299938993e-198,5.3908097535621146e-198,0.18785358006196584
r-RLN,RLN,r,0.039854903198954884,0.027589853782067714,0.01226504941688717,0.53061939752994,0.18356114753619956,1.0865114797891545e-189,4.021107906509394e-189,0.18356114753619956
s-CSF,CSF,s,0.20681123968660478,0.13309874376365,0.07371249592295478,0.6358176362659765,0.182014882269683,1.526032036731808e-186,5.5954508013499625e-186,0.182014882269683
r-IL16,IL16,r,0.15522233640279062,0.11675098352035775,0.03847135288243288,0.4109014689938903,-0.18092294026663813,2.456312797445264e-184,8.923851998058023e-184,0.18092294026663813
r-BAFF,BAFF,r,0.10953703112614491,0.07578545090609916,0.03375158022004575,0.5314258623251312,0.1804194492137532,2.531238635697871e-183,9.112459088512337e-183,0.1804194492137532
r-COMPLEMENT,COMPLEMENT,r,0.5023301576817875,0.4615820183791453,0.04074813930264215,0.12204886766237201,-0.18033665982480285,3.7122728840764405e-183,1.3243784343191625e-182,0.18033665982480285
s-ENHO,ENHO,s,0.4495563740528561,0.5051457235852196,-0.0555893495323635,-0.1681975937556215,-0.17949286711381973,1.8209677089213427e-181,6.438421542257605e-181,0.17949286711381973
s-FLT3,FLT3,s,0.07252075035624529,0.05337984609187521,0.01914090426437008,0.4420986994570717,0.17901685700666836,1.6239341506433677e-180,5.690955076590917e-180,0.17901685700666836
s-CDH,CDH,s,6.162303268171532,5.68592953846049,0.4763737297110415,0.11607346322899295,0.17844395224638498,2.2435138185923877e-179,7.78893969664277e-179,0.17844395224638498
r-CDH,CDH,r,6.162303268171532,5.68592953846049,0.4763737297110415,0.11607346322899295,0.17844216476894115,2.2619395583684815e-179,7.78893969664277e-179,0.17844216476894115
r-SELL,SELL,r,0.13347530317576473,0.13687076532769435,-0.0033954621519296235,-0.036241503359099855,-0.17638235844881,2.656670964627205e-175,9.069325017175631e-175,0.17638235844881
r-PTPRM,PTPRM,r,1.7972867148983298,1.492048585321827,0.30523812957650276,0.2685260605759926,0.17580245273520534,3.6445013567672654e-174,1.2335235361366129e-173,0.17580245273520534
s-PTPRM,PTPRM,s,1.7972867148983298,1.492048585321827,0.30523812957650276,0.2685260605759926,0.1757980296405104,3.7179046825440414e-174,1.2477036053283394e-173,0.1757980296405104
r-PROK,PROK,r,0.0442593391778248,0.034272052749388875,0.009987286428435924,0.36894929567001333,0.17376084646176748,3.434548803585631e-170,1.1429254842184116e-169,0.17376084646176748
r-VIP,VIP,r,0.097140244895809,0.1233858534060934,-0.0262456085102844,-0.34503596248738366,-0.17342335369679518,1.5430498438488717e-169,5.0920644847012767e-169,0.17342335369679518
r-EPHA,EPHA,r,16.335628618500067,17.65273377926533,-1.3171051607652622,-0.11186965000576352,-0.17328987047476374,2.793237821850185e-169,9.141505598782423e-169,0.17328987047476374
s-MAG,MAG,s,0.004905838072564445,0.001422682007150687,0.003483156065413758,1.7858856637222182,0.17277595854997885,2.7322189860833928e-168,8.868514085975602e-168,0.17277595854997885
r-MAG,MAG,r,0.004905838072564445,0.001422682007150687,0.003483156065413758,1.7858856637222182,0.1727408139467015,3.1925577852467793e-168,1.0278478723233534e-167,0.1727408139467015
s-CRH,CRH,s,0.14880393834664427,0.20517021297769528,-0.05636627463105101,-0.46340857982644335,-0.17173746455444394,2.68497050856139e-166,8.574583237018632e-166,0.17173746455444394
r-PDGF,PDGF,r,1.205656621603266,0.902170161229392,0.30348646037387406,0.4183476013124607,0.16925865892984815,1.3686011182059144e-161,4.335728342476337e-161,0.16925865892984815
r-CRH,CRH,r,0.14880393834664427,0.20517021297769528,-0.05636627463105101,-0.46340857982644335,-0.16764566725195407,1.4546088494464478e-158,4.571627812545979e-158,0.16764566725195407
r-NPR1,NPR1,r,0.018032920122671943,0.016346494473442073,0.0016864256492298696,0.14165174609132497,0.1669807682018707,2.522840489001856e-157,7.86649475310815e-157,0.1669807682018707
r-GCG,GCG,r,0.011644800649577914,0.008694407111733554,0.00295039353784436,0.4215263439784855,0.1651544222435153,6.029790875398022e-154,1.865466552076263e-153,0.1651544222435153
s-IL16,IL16,s,0.15522233640279057,0.11675098352035775,0.03847135288243282,0.4109014689938898,-0.16270967596803454,1.7565234188395985e-149,5.392118402019233e-149,0.16270967596803454
r-SEMA6,SEMA6,r,6.71007250683302,6.418548205438291,0.2915243013947295,0.0640813409429722,0.1614330522818912,3.5441577779223833e-147,1.0796049846594337e-146,0.1614330522818912
s-EDN,EDN,s,0.33168764994727956,0.22970982443230345,0.10197782551497611,0.5300127334217813,0.15789848587284827,6.862796172348374e-141,2.0745551788167607e-140,0.15789848587284827
s-CD80,CD80,s,0.09640374921996092,0.10559925942991738,-0.009195510209956459,-0.13143855553587924,-0.15747622168611408,3.7871339059590686e-140,1.1361401717877206e-139,0.15747622168611408
s-NKG2D,NKG2D,s,0.002346518174464061,0.0017623528401334546,0.0005841653343306064,0.4130186359882252,0.15615217512901447,7.788977373044573e-138,2.3191240900192864e-137,0.15615217512901447
r-FN1,FN1,r,4.11553950230739,3.7757276282080072,0.3398118740993832,0.1243268686370342,0.15567251102885749,5.304828444116687e-137,1.567695570052394e-136,0.15567251102885749
r-TAC,TAC,r,0.4209838056563193,0.3894587946395379,0.0315250110167814,0.11229403976997439,0.1553364956687111,2.026833987245345e-136,5.945379695919679e-136,0.1553364956687111
s-CD48,CD48,s,0.002239655532006895,0.0030689583628005696,-0.0008293028307936748,-0.4544720414573122,-0.15416498052014382,2.1215945147851867e-134,6.177584028345102e-134,0.15416498052014382
r-GALANIN,GALANIN,r,0.016666642477974853,0.011436696209631995,0.0052299462683428576,0.5432931088558769,0.15406983686532394,3.090531857947449e-134,8.933216173337151e-134,0.15406983686532394
r-NOTCH,NOTCH,r,6.335359759657266,5.345530578752739,0.9898291809045272,0.24509339457269366,0.1526700474715097,7.620572517805505e-132,2.1867729833702756e-131,0.1526700474715097
s-TAC,TAC,s,0.4209838056563193,0.38945879463953786,0.03152501101678146,0.11229403976997439,0.15158365637630888,5.289460354995084e-130,1.5069253960993192e-129,0.15158365637630888
r-CD46,CD46,r,0.3251568145066593,0.2382495999206062,0.08690721458605308,0.44866186640387107,0.1510507023448786,4.1876669191760816e-129,1.1845114999955203e-128,0.1510507023448786
r-NPNT,NPNT,r,0.20324664943889367,0.24661406358634433,-0.043367414147450656,-0.2790235035924597,-0.1488816106266142,1.7640904393925347e-125,4.954466765953502e-125,0.1488816106266142
s-VISFATIN,VISFATIN,s,1.3003254851060029,1.354186624850474,-0.05386113974447104,-0.05855378489609692,-0.1485672030720293,5.85544858519115e-125,1.6329279153068278e-124,0.1485672030720293
r-PERIOSTIN,PERIOSTIN,r,0.14634023499047158,0.17809650449297681,-0.031756269502505236,-0.28333271850479436,-0.14839529516481276,1.1271546785164923e-124,3.1213514174302867e-124,0.14839529516481276
r-DESMOSOME,DESMOSOME,r,0.13761598541796902,0.10500548987824748,0.032610495539721535,0.3901833028112587,0.14607595806359042,7.198988745556563e-121,1.979721905028055e-120,0.14607595806359042
r-NECTIN,NECTIN,r,5.2270116931501205,5.368089379246841,-0.1410776860967209,-0.038422306053484526,-0.14595958355423477,1.1133483720507363e-120,3.0405927953937345e-120,0.14595958355423477
r-CD226,CD226,r,1.4374745678012368,1.3548640485655867,0.0826105192356501,0.08538833749889853,0.14211661040773937,1.6416607916332045e-114,4.4527237910051304e-114,0.14211661040773937
s-SPP1,SPP1,s,1.6839745620432132,1.3161888173185003,0.3677857447247128,0.355503875597291,0.1417760655554312,5.675571453910823e-114,1.5289294528902625e-113,0.1417760655554312
s-BMP,BMP,s,9.158171691504554,7.578741569476816,1.5794301220277385,0.2731012994634008,0.14168261210037114,7.973031683410428e-114,2.1333246936692767e-113,0.14168261210037114
s-HGF,HGF,s,0.14011353589104017,0.0984160103798056,0.04169752551123457,0.5096313936625094,0.14146187079578,1.7779077466499275e-113,4.7251776353917533e-113,0.14146187079578
s-APP,APP,s,0.05962253763765989,0.04553697652316527,0.014085561114494626,0.3888192673753388,-0.14127284809603258,3.5295503494362246e-113,9.318012922511632e-113,0.14127284809603258
r-PSAP,PSAP,r,0.38847727243637054,0.4474002432989025,-0.058922970862531954,-0.2037358431146203,-0.14054386129175034,4.926542713030568e-112,1.291993983019937e-111,0.14054386129175034
r-ADGRE5,ADGRE5,r,0.07800104914539889,0.058143012235601164,0.019858036909797726,0.42388770699274836,0.14041530883232722,7.830923841359455e-112,2.0401617376173316e-111,0.14041530883232722
s-SEMA6,SEMA6,s,6.710072506833021,6.418548205438291,0.2915243013947304,0.0640813409429725,0.13935447136874557,3.529644433797556e-110,9.135550299240734e-110,0.13935447136874557
s-VCAM,VCAM,s,0.16752351913276214,0.12471620463257058,0.04280731450019157,0.4257147214714766,0.13895411898033538,1.474553648231825e-109,3.7917093811675495e-109,0.13895411898033538
s-UCN,UCN,s,0.15921397981303145,0.17093396042242545,-0.011719980609393998,-0.10247203575242271,-0.13789029022797028,6.4560715132426995e-108,1.6494221414478123e-107,0.13789029022797028
r-NKG2D,NKG2D,r,0.0023465181744640605,0.0017623528401334546,0.0005841653343306059,0.41301863598822497,0.13776219375769094,1.015668698479883e-107,2.5782359269104725e-107,0.13776219375769094
r-CD99,CD99,r,1.09266050612489,0.8585812718541798,0.2340792342707102,0.34781861042202894,0.1374925947363046,2.632201113607254e-107,6.639182426678169e-107,0.1374925947363046
r-GP1BA,GP1BA,r,0.0276209428917863,0.020995028751241096,0.006625914140545204,0.39571478916089464,0.13580722846150484,9.713977087266609e-105,2.4346423585807452e-104,0.13580722846150484
s-PROK,PROK,s,0.0442593391778248,0.034272052749388875,0.009987286428435924,0.36894929567001333,0.13511242868329787,1.0876974438503332e-103,2.7089823129857353e-103,0.13511242868329787
s-BRADYKININ,BRADYKININ,s,0.004269226305737142,0.0032137941895223785,0.0010554321162147638,0.4096969867022557,0.13469176957834983,4.667421365300696e-103,1.1551867879119222e-102,0.13469176957834983
r-GRN,GRN,r,0.21717235042582592,0.18592533902508956,0.031247011400736352,0.22411703233550395,0.13407715093119066,3.888503626034438e-102,9.564269788258618e-102,0.13407715093119066
r-EDA,EDA,r,0.10282626928150515,0.07805346450256986,0.024772804778935287,0.3976743014427289,0.13390732841432507,6.973313593353455e-102,1.704587767264178e-101,0.13390732841432507
r-IL10,IL10,r,0.019245488249005006,0.014429552872823872,0.0048159353761811335,0.4154936512216217,0.1326874601769481,4.529984329089475e-100,1.1005360701346209e-99,0.1326874601769481
r-GIPR,GIPR,r,0.022852321395693296,0.015688069191565526,0.00716425220412777,0.5426728928487264,0.13216650777978267,2.661771208080939e-99,6.4272036487808045e-99,0.13216650777978267
s-VISTA,VISTA,s,0.12049716778105732,0.0830496325903675,0.037447535190689815,0.5369535408449145,0.13207262873485504,3.659675729481974e-99,8.783221750756738e-99,0.13207262873485504
s-CD96,CD96,s,0.5692908844449786,0.6565789046344107,-0.08728802018943216,-0.20580239835252284,-0.13088238155225995,2.03256069953965e-97,4.848759259142779e-97,0.13088238155225995
s-SAA,SAA,s,0.0029452361755851835,0.002165380888787378,0.0007798552867978054,0.44376233438178875,0.13084253418094627,2.3236872701133988e-97,5.510060832125185e-97,0.13084253418094627
r-ACTIVIN,ACTIVIN,r,4.224990833451874,4.046122291826755,0.17886854162511856,0.062408286087837106,0.13036183042554117,1.1643881680780598e-96,2.7446292533268553e-96,0.13036183042554117
s-CXCL,CXCL,s,0.49743625940283415,0.4726041933784527,0.024832066024381427,0.07387924268755112,0.12992567376955888,4.99961836081485e-96,1.1715082076228879e-95,0.12992567376955888
s-IL10,IL10,s,0.019245488249005002,0.014429552872823872,0.00481593537618113,0.4154936512216212,0.12943020204574962,2.6018210782415297e-95,6.060712629315563e-95,0.12943020204574962
r-OSM,OSM,r,0.18978395958386535,0.11128252992709901,0.07850142965676633,0.7701309325235268,0.12880041415973964,2.098343646047789e-94,4.859322127689616e-94,0.12880041415973964
s-CNTN,CNTN,s,5.590940244986914,5.595185648537799,-0.004245403550885207,-0.0010950749170371289,0.12861387812078973,3.886476944214107e-94,8.947935290167363e-94,0.12861387812078973
s-ANNEXIN,ANNEXIN,s,0.054808326636055345,0.034217805426472576,0.02059052120958277,0.6796478373762074,0.1277964537420293,5.728061666918961e-93,1.3111632486126639e-92,0.1277964537420293
r-SPP1,SPP1,r,1.6839745620432127,1.3161888173185003,0.36778574472471237,0.3555038755972905,0.1233093260115663,1.0964411778248854e-86,2.495348887463532e-86,0.1233093260115663
s-EPHB,EPHB,s,9.685931736898446,10.064853403478667,-0.3789216665802204,-0.055363418804906785,-0.12296808805575954,3.225355593957282e-86,7.298518944040478e-86,0.12296808805575954
